id	chapter	japanese	full_english	glossary_references	notes
completion.00a0d69c	costa_libera	＊「あわわわわ……<LF><TAB>なんだか　昨日より　邪悪なキリが<LF><TAB>深くなったような　気がしますぞ。	"???: ""Oh-oh-oh... I think the evil mist is even thicker than yesterday."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00a0d95c	costa_libera	ダグラス「よく　考えると　店が<LF><TAB>もうかってるのか　イマイチ<LF><TAB>分からねえけどな。　わっはっは！	"Douglas: ""Though come to think of it, I'm not sure the shop's making much profit. Ha ha ha!"""	character.douglas	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00a0d9bc	costa_libera	ダグラス「オレの　ウデで　他の店より<LF><TAB>高く　品物を　売りさばいてるからよ<LF><TAB>仕入値だって　高くできるんだぜ。	"Douglas: ""I'm good enough to sell for more than other shops, so I can pay more for stock, too."""	character.douglas	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. Preserve higher resale AND purchase price explanation; do not import a percentage.
completion.00a0da28	costa_libera	ダグラス「お客への　売値との差額は<LF><TAB>店の維持費や　オレの給料に<LF><TAB>もらってるけどよ……	"Douglas: ""The difference between that and what customers pay covers the shop's costs and my wages..."""	character.douglas	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00a0da80	costa_libera	ダグラス「$tさんたちが<LF><TAB>持ってきた品は　店の仕入値で<LF><TAB>ひきとることに　なってるよな。	"Douglas: ""We buy the goods you bring in at our stock price, $t."""	character.douglas,torneko,enemy_tipper	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. Preserve native protagonist substitution.
completion.00a0dad8	costa_libera	サムソン「店長みずから　問屋をなさるとは<LF><TAB>画期的な　システムですよね。<LF><TAB>さすが　トルネコさまです。	"Samson: ""The owner acting as his own wholesaler! What a clever system. Just like you, Mr. Torneko."""	torneko,character.samson	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00a0db3c	costa_libera	サムソン「お客さまへの　売値との差額は<LF><TAB>お店の維持費や　私のお給料に<LF><TAB>いただいております。	"Samson: ""The difference between that and our selling price covers the shop's costs and my wages."""	character.samson	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00a0db98	costa_libera	サムソン「$tさまたちが<LF><TAB>お持ちになった品は　お店の仕入値で<LF><TAB>おひきとりします。	"Samson: ""We buy the goods you and your party bring in at our stock price, $t."""	character.samson,torneko,enemy_tipper	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00a0dbe8	costa_libera	ダグラス「トルネコのだんなの<LF><TAB>息子だけあって　おめえも<LF><TAB>なかなか　やるようだな。	"Douglas: ""You do pretty well yourself. Just what I'd expect from Torneko's son."""	torneko,character.douglas	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00a0dc3c	costa_libera	ダグラス「さすが　トルネコのだんなの<LF><TAB>ひとり息子！　さあ　早く<LF><TAB>家に入って　休むといいぜ。	"Douglas: ""That's Torneko's only boy for you! Now, get inside and have a rest."""	torneko,character.douglas	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00a0dc98	costa_libera	ダグラス「おお　やっぱりそうか！<LF><TAB>てっきり　どっかのダンジョンで<LF><TAB>おっちんじまったかと　心配してたが…	"Douglas: ""Ah, I thought so! I was worried you'd gone and died in some dungeon..."""	character.douglas,character.castle_john	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00a0dd00	costa_libera	ダグラス「うん？　おめえ　もしや<LF><TAB>店長の息子の　ポポロじゃねえのか？	"Douglas: ""Hmm? Aren't you the boss's son, Tipper?"""	enemy_tipper,character.douglas	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00a0dd48	costa_libera	サムソン「さあ　早く　お家に入って<LF><TAB>お休みになってください。	"Samson: ""Please, go inside and have a rest."""	character.samson	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00a0dd88	costa_libera	サムソン「トルネコさまも　ネネさまも<LF><TAB>大変　心配なさっていたのですよ！	"Samson: ""Torneko and Tessie have been terribly worried about you!"""	torneko,character.samson	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00a0ddd0	costa_libera	サムソン「この国が　こんなことになり<LF><TAB>ひとりで旅立たれた　ぼっちゃんの身に<LF><TAB>何かあったらと……	"Samson: ""With the kingdom in this state, we feared something might happen to you traveling alone..."""	character.samson	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00a0de30	costa_libera	サムソン「おお！　これは　もしや<LF><TAB>ポポロぼっちゃん　ですね！	"Samson: ""Oh! Could it be young Master Tipper?!"""	enemy_tipper,character.samson	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00a0dfd4	costa_libera	ノラ犬は　さみしそうに<LF>去っていった……。	The stray dog walked away sadly...		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00a0e090	costa_libera	それでは　この犬を<LF>野にかえして　あげますか？	Then, will you let this dog go free?		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. Pet release confirmation; actual name entry and save fields remain separately reviewed.
completion.00a0e0c0	costa_libera	どうやら　名前を　つけてほしいようだ。<LF>なにか　考えてあげますか？	It seems to want a name.<LF>Will you think of one?		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00a0e104	costa_libera	その犬は　なんとも　せつない目で<LF>こちらを　見つめている……。	The dog gazes at you with terribly sorrowful eyes...		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00a0e144	costa_libera	＊「ク～ン　ク～ン！	"???: ""Whine, whine!"""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00a0e66c	costa_libera	＊「ここの主人は　もう長いこと<LF><TAB>旅から　帰ってないみたいですし<LF><TAB>うまくすれば……　わっはっは。	"???: ""The owner hasn't returned from his travels in ages. If I play my cards right... Ha ha ha!"""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
