offset	chapter	english	notes
00A829A0	costa_bedroom	$t decided to rest in his own bed.	
00A829C8	costa_bedroom	It's Tipper's bed.\nRest here?	
00A82A1C	costa_bedroom	"Marina: ""I'm proud to serve you and Tipper, Mr. Torneko."""	
00A82AEC	costa_bedroom	It's Tipper's bed.\nIt seems a little too small for $t to rest in...	Preserve native protagonist substitution and bed-size observation.
00A82BBC	costa_bedroom	The beautiful new frame gives it the air of a masterpiece...	
00A82C18	costa_bedroom	Apparently, Tessie had an artist she knew paint this picture some time ago.	Preserve inspection's account; do not reconcile it with Marina's reported foreign-master claim.
00A8C3B8	royal_voyage	"???: ""I'd like to sail on a ship like this one day."""	
00A8C3F4	royal_voyage	"???: ""Big, isn't she? This ship belongs to the king at Great Baleina Castle to the north."""	
00A8C674	royal_voyage	"Captain: ""Right, follow me aboard. We'll set sail at once!"""	Ship captain role.
00A8C6C4	royal_voyage	"Captain: ""I see. Come back when you're ready."""	
00A8C70C	royal_voyage	"Captain: ""Torneko, is everyone ready to set sail?"""	
00A8C748	royal_voyage	"Captain: ""Never mind. You'll see what I can do soon enough. Now, I'd like to set sail..."""	
00A8C7B0	royal_voyage	"Captain: ""...So you're that old fortune-teller. Your tongue is as sharp as they say."""	
00A8C7FC	royal_voyage	"Fortune-teller: ""Oh, my! The captain is an old man even frailer than I am! Will we be all right?"""	
00A8C868	royal_voyage	"Captain: ""It'll be a long voyage, but I'll take you safely to the southern island."""	
00A8C8C4	royal_voyage	"???: ""Ah, you're here. I'm the captain the king has entrusted with this voyage."""	
00A8C920	royal_voyage	"???: ""The king's ship is this way. Please, come aboard!"""	
00A8C950	royal_voyage	"???: ""Ah, Mr. Torneko! The king of Great Baleina ordered us to await you!"""	
00A8C9A8	royal_voyage	"???: ""We're still preparing to sail. I'm sorry, but please wait a little longer."""	
00A8CA04	royal_voyage	"???: ""Ah, Mr. Torneko! The king of Great Baleina has told us about you."""	
00A8CC54	royal_voyage	"Rosa: ""I'd like to have a bit more fun here, but... Oh, well. Let's go."""	
00A8CCBC	royal_voyage	"Rosa: ""Hey, Torneko! We're finally going back to Barinabo, eh?"""	
00A8CCF8	royal_voyage	"Ines: ""I'm sure Tipper will get better. Let's hurry back to him."""	
00A8CD40	royal_voyage	"Ines: ""Torneko, we're finally returning to Barinabo."""	
00A8CDA4	royal_voyage	"???: ""You and your friends must be remarkable people, Torneko."""	
00A8CDD4	royal_voyage	"???: ""This is the first time the king of Great Baleina has sent guests home on his ship."""	
00A8CE90	royal_voyage	"Captain: ""The ship is completely ready to sail."""	
00A8D088	royal_voyage	"???: ""We're setting sail! Raise the gangplank!"""	
00A8D0B8	royal_voyage	"Rosa: ""Right. Let's go, then!"""	
00A8D0DC	royal_voyage	"Rosa: ""Did you get all that? Want me to say it again?"""	
00A8D11C	royal_voyage	"Rosa: ""I'll put it in the pot in my kitchen later. Don't forget to pick it up."""	Physical household pot, not an inventory pot identity.
00A8D178	royal_voyage	"Rosa: ""Oh, by the way, Torneko. I haven't given you my present yet, have I?"""	
00A8D400	royal_voyage	"???: ""Sorry. There's no way we can put a ship to sea in these conditions."""	
00A8D484	royal_voyage	"???: ""Don't let this trip put you off. Please enjoy another sea voyage sometime."""	
00A8D4C4	royal_voyage	"???: ""The sea is wonderful. Your homeland is far across it, too, isn't it, Torneko?"""	
00A7EEF8	shared_repeats	"Tessie: ""Now you'll be able to help your father, too."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a7d170. No external patch text used.
00A7EF38	shared_repeats	"Tessie: ""Tipper, I'm amazed you traveled all this way on your own, but..."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a7d1b0. No external patch text used.
00A7EF94	shared_repeats	"Tessie: ""He must be wondering if there's anything he can do to save this kingdom."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a7d20c. No external patch text used.
00A7EFF0	shared_repeats	"Tessie: ""Cough, cough! Oh, that's right. Your father has gone to the castle to see the king."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a7d268. No external patch text used.
00A7F04C	shared_repeats	"Tessie: ""But I'm so glad... Just to see you safe and well, Tipper..."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a7d2c4. No external patch text used.
00A7F098	shared_repeats	"Tessie: ""I was terribly worried about you, too!"""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a7d310. No external patch text used.
00A7F0CC	shared_repeats	"Tessie: ""Soon after we came here and opened the shop, that evil mist swept over the kingdom..."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a7d344. No external patch text used.
00A7F124	shared_repeats	"Tessie: ""Oh, thank goodness... You're safe!"""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a7d39c. No external patch text used.
00A7F150	shared_repeats	"Tessie: ""Oh! Tipper! It really is you!"""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a7d3c8. No external patch text used.
00A7F29C	shared_repeats	"Tessie: ""Cough, cough! You believe it too, don't you, Tipper? That you can save your father."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a7d514. No external patch text used.
00A7F2FC	shared_repeats	"Tessie: ""I believe in you, Tipper. Your father must be waiting for you, too."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a7d574. No external patch text used.
00A7F354	shared_repeats	"Tessie: ""But... But you believe it too, don't you, Tipper? That you can save your father."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a7d5cc. No external patch text used.
00A7F3B4	shared_repeats	"Tessie: ""What? Your father?! Oh, how terrible...!"""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a7d62c. No external patch text used.
00A7F3EC	shared_repeats	"Tessie: ""Oh, Tipper, what's wrong? You look so sad..."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00a7d664. No external patch text used.
